Order ID,Order Date,Ship Date,Ship Mode,Segment,Continent,Country,Region,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
GB-2024-10342,11/24/2024,11/29/2024,Standard Class,Consumer,Europe,Germany,North,Berlin,Berlin,Technology,Machines,2868.74,8,0.2,860.62
GB-2024-10343,7/16/2024,7/21/2024,Standard Class,Consumer,South America,Brazil,Southeast,São Paulo,São Paulo,Furniture,Tables,4967.34,7,0,496.73
GB-2026-10344,4/28/2026,5/1/2026,Second Class,Home Office,Asia,India,West,Maharashtra,Mumbai,Office Supplies,Art,5.84,1,0,1.75
GB-2026-10345,3/24/2026,3/29/2026,Standard Class,Consumer,Oceania,Australia,West,Western Australia,Perth,Office Supplies,Envelopes,80.5,7,0,28.17
GB-2025-10346,11/20/2025,11/25/2025,Standard Class,Consumer,Asia,India,North,Delhi,New Delhi,Office Supplies,Paper,123.35,5,0,49.34
GB-2024-10347,3/29/2024,4/3/2024,Standard Class,Corporate,Europe,United Kingdom,North,Scotland,Edinburgh,Technology,Copiers,4442.74,3,0.1,1288.39
GB-2025-10348,7/12/2025,7/17/2025,Standard Class,Home Office,North America,Canada,East,Ontario,Toronto,Furniture,Chairs,321.82,1,0,48.27
GB-2025-10349,7/14/2025,7/16/2025,First Class,Corporate,North America,Canada,East,Ontario,Toronto,Technology,Copiers,2315.49,3,0.1,671.49
GB-2024-10350,9/15/2024,9/20/2024,Standard Class,Consumer,Asia,India,East,West Bengal,Kolkata,Office Supplies,Paper,33.57,5,0.1,11.41
GB-2025-10351,5/13/2025,5/13/2025,Same Day,Corporate,North America,United States,East,Pennsylvania,Philadelphia,Technology,Phones,1816.92,4,0,363.38
GB-2025-10352,9/23/2025,9/26/2025,Second Class,Home Office,Oceania,Australia,West,Western Australia,Perth,Furniture,Chairs,1343.1,6,0,201.46
GB-2026-10353,1/27/2026,1/30/2026,Second Class,Corporate,Asia,India,South,Tamil Nadu,Chennai,Office Supplies,Envelopes,99.72,6,0,34.9
GB-2024-10354,4/21/2024,4/26/2024,Standard Class,Home Office,North America,Canada,East,Ontario,Toronto,Office Supplies,Paper,43.68,2,0.2,12.23
GB-2025-10355,10/8/2025,10/13/2025,Standard Class,Home Office,Oceania,Australia,East,New South Wales,Sydney,Technology,Machines,2407.2,3,0,433.3
GB-2026-10356,3/1/2026,3/6/2026,Standard Class,Corporate,North America,United States,West,Washington,Seattle,Technology,Phones,2810.85,4,0.2,224.87
GB-2025-10357,9/20/2025,9/23/2025,Second Class,Home Office,North America,United States,East,New York,New York,Technology,Machines,2400.08,6,0.1,576.02
GB-2024-10358,8/25/2024,8/30/2024,Standard Class,Corporate,North America,United States,West,Washington,Seattle,Office Supplies,Envelopes,5.04,1,0.1,1.46
GB-2024-10359,4/15/2024,4/18/2024,Second Class,Home Office,Asia,Japan,Kansai,Osaka,Osaka,Office Supplies,Envelopes,66.34,6,0.2,15.26
GB-2024-10360,3/20/2024,3/25/2024,Standard Class,Corporate,Africa,South Africa,Western Cape,Western Cape,Cape Town,Office Supplies,Envelopes,146.48,8,0,51.27
GB-2024-10361,5/22/2024,5/27/2024,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Furniture,Tables,2789.33,6,0.2,613.65
GB-2025-10362,11/7/2025,11/12/2025,Standard Class,Corporate,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Tables,1836.45,7,0,183.65
GB-2025-10363,8/10/2025,8/15/2025,Standard Class,Consumer,Asia,India,West,Maharashtra,Mumbai,Furniture,Bookcases,764.97,3,0,38.25
GB-2025-10364,7/31/2025,8/3/2025,Second Class,Home Office,Asia,Japan,Kanto,Tokyo,Tokyo,Office Supplies,Envelopes,48.38,8,0.2,11.13
GB-2025-10365,9/7/2025,9/12/2025,Standard Class,Home Office,Asia,India,South,Tamil Nadu,Chennai,Technology,Accessories,780.4,8,0,312.16
GB-2025-10366,1/22/2025,1/27/2025,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Furniture,Furnishings,89,1,0,22.25
GB-2026-10367,2/9/2026,2/14/2026,Standard Class,Corporate,Asia,India,East,West Bengal,Kolkata,Office Supplies,Paper,70.74,9,0.5,7.07
GB-2025-10368,5/8/2025,5/11/2025,Second Class,Corporate,Europe,United Kingdom,North,Scotland,Edinburgh,Office Supplies,Envelopes,74.6,4,0,26.11
GB-2025-10369,9/4/2025,9/6/2025,First Class,Corporate,North America,United States,East,New York,New York,Technology,Phones,4558.93,7,0.1,638.25
GB-2024-10370,11/19/2024,11/24/2024,Standard Class,Consumer,North America,Canada,West,British Columbia,Vancouver,Technology,Accessories,744.65,5,0,297.86
GB-2024-10371,7/27/2024,8/1/2024,Standard Class,Home Office,Europe,Germany,South,Bavaria,Munich,Office Supplies,Art,108.92,7,0.2,19.61
GB-2025-10372,11/6/2025,11/11/2025,Standard Class,Consumer,Europe,United Kingdom,South,England,London,Technology,Machines,6917.08,6,0.1,1660.1
GB-2025-10373,12/1/2025,12/4/2025,Second Class,Consumer,Europe,United Kingdom,South,England,London,Office Supplies,Envelopes,11.92,2,0,4.17
GB-2024-10374,3/22/2024,3/25/2024,Second Class,Home Office,Europe,Germany,South,Bavaria,Munich,Furniture,Furnishings,70.14,8,0.2,9.12
GB-2026-10375,4/3/2026,4/8/2026,Standard Class,Consumer,North America,United States,East,New York,New York,Office Supplies,Binders,48.83,1,0,21.97
GB-2024-10376,10/9/2024,10/12/2024,Second Class,Corporate,Asia,Japan,Kanto,Tokyo,Tokyo,Technology,Phones,1151.41,2,0.1,161.2
GB-2025-10377,7/26/2025,7/28/2025,First Class,Corporate,Europe,Germany,North,Berlin,Berlin,Office Supplies,Envelopes,8.92,1,0,3.12
GB-2024-10378,4/19/2024,4/24/2024,Standard Class,Home Office,North America,United States,West,Washington,Seattle,Technology,Machines,6422.79,7,0.1,1541.47
GB-2026-10379,2/14/2026,2/19/2026,Standard Class,Corporate,Asia,India,East,West Bengal,Kolkata,Office Supplies,Paper,72.94,7,0.5,7.29
GB-2025-10380,11/24/2025,11/27/2025,Second Class,Corporate,Europe,Germany,North,Berlin,Berlin,Furniture,Bookcases,395.42,2,0.1,3.95
GB-2024-10381,12/16/2024,12/21/2024,Standard Class,Consumer,Europe,Germany,North,Berlin,Berlin,Furniture,Tables,5243.28,8,0,524.33
GB-2024-10382,9/4/2024,9/6/2024,First Class,Consumer,North America,United States,West,California,Los Angeles,Furniture,Chairs,634.93,2,0.1,57.14
GB-2025-10383,9/20/2025,9/25/2025,Standard Class,Home Office,Africa,South Africa,Western Cape,Western Cape,Cape Town,Office Supplies,Art,56.45,8,0.1,13.55
GB-2025-10384,6/7/2025,6/12/2025,Standard Class,Consumer,Asia,India,North,Delhi,New Delhi,Office Supplies,Paper,98.5,9,0.2,27.58
GB-2026-10385,3/5/2026,3/10/2026,Standard Class,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Tables,3986.85,7,0,398.69
GB-2025-10386,9/19/2025,9/21/2025,First Class,Consumer,Oceania,Australia,West,Western Australia,Perth,Technology,Accessories,263.46,6,0,105.38
GB-2025-10387,3/5/2025,3/8/2025,Second Class,Corporate,Europe,Germany,South,Bavaria,Munich,Furniture,Tables,2512.08,4,0.1,401.93
GB-2026-10388,4/3/2026,4/8/2026,Standard Class,Corporate,South America,Brazil,Southeast,São Paulo,São Paulo,Office Supplies,Paper,46.62,3,0,18.65
GB-2025-10389,10/7/2025,10/12/2025,Standard Class,Home Office,Europe,Germany,South,Bavaria,Munich,Technology,Phones,1954.26,7,0,390.85
GB-2024-10390,8/8/2024,8/10/2024,First Class,Corporate,Asia,India,East,West Bengal,Kolkata,Office Supplies,Art,47.31,6,0.5,0
GB-2024-10391,9/20/2024,9/25/2024,Standard Class,Corporate,North America,United States,East,Pennsylvania,Philadelphia,Office Supplies,Art,115.34,9,0.1,27.68
GB-2024-10392,3/21/2024,3/26/2024,Standard Class,Corporate,Europe,United Kingdom,South,England,London,Office Supplies,Envelopes,12.38,2,0,4.33
GB-2024-10393,11/17/2024,11/22/2024,Standard Class,Corporate,Asia,Japan,Kansai,Osaka,Osaka,Office Supplies,Envelopes,42.06,7,0.2,9.67
GB-2024-10394,5/8/2024,5/11/2024,Second Class,Home Office,North America,United States,East,New York,New York,Office Supplies,Paper,10.54,2,0.2,2.95
GB-2025-10395,7/15/2025,7/20/2025,Standard Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Technology,Copiers,2426.83,2,0.2,558.17
GB-2024-10396,11/12/2024,11/17/2024,Standard Class,Home Office,North America,United States,East,New York,New York,Furniture,Chairs,2448.66,6,0,367.3
GB-2025-10397,5/2/2025,5/7/2025,Standard Class,Home Office,South America,Brazil,Southeast,São Paulo,São Paulo,Technology,Machines,6147.6,7,0.1,1475.42
GB-2024-10398,11/13/2024,11/15/2024,First Class,Corporate,Oceania,Australia,West,Western Australia,Perth,Office Supplies,Envelopes,36.7,5,0,12.85
GB-2025-10399,6/19/2025,6/21/2025,First Class,Consumer,Europe,Germany,North,Berlin,Berlin,Office Supplies,Art,18.07,1,0.1,4.34
GB-2025-10400,9/3/2025,9/8/2025,Standard Class,Consumer,Oceania,Australia,West,Western Australia,Perth,Office Supplies,Binders,98.06,3,0.1,38.24
GB-2026-10401,4/28/2026,5/3/2026,Standard Class,Corporate,North America,United States,West,Washington,Seattle,Technology,Accessories,311.08,7,0,124.43
GB-2024-10402,5/19/2024,5/24/2024,Standard Class,Home Office,Europe,Germany,South,Bavaria,Munich,Furniture,Bookcases,72.82,1,0.5,18.2
GB-2024-10403,1/23/2024,1/28/2024,Standard Class,Consumer,North America,United States,West,California,Los Angeles,Furniture,Chairs,463.26,3,0,69.49
GB-2025-10404,3/6/2025,3/11/2025,Standard Class,Corporate,Africa,South Africa,Gauteng,Gauteng,Johannesburg,Furniture,Tables,396.58,1,0,39.66
GB-2025-10405,7/10/2025,7/15/2025,Standard Class,Consumer,South America,Brazil,South,Paraná,Curitiba,Furniture,Tables,4719.19,7,0,471.92
GB-2026-10406,1/25/2026,1/25/2026,Same Day,Consumer,Europe,United Kingdom,South,England,London,Office Supplies,Art,39.58,6,0.1,9.5
GB-2026-10407,2/1/2026,2/3/2026,First Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Office Supplies,Paper,117.32,4,0,46.93
GB-2025-10408,3/20/2025,3/25/2025,Standard Class,Consumer,Asia,India,East,West Bengal,Kolkata,Furniture,Chairs,2852.16,8,0,427.82
GB-2026-10409,2/28/2026,3/5/2026,Standard Class,Consumer,Europe,Germany,North,Berlin,Berlin,Office Supplies,Binders,359.91,9,0,161.96
GB-2024-10410,8/26/2024,8/31/2024,Standard Class,Home Office,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Furnishings,451.2,6,0,112.8
GB-2024-10411,2/10/2024,2/15/2024,Standard Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Technology,Accessories,691.26,6,0,276.5
GB-2025-10412,9/5/2025,9/7/2025,First Class,Home Office,North America,United States,West,Washington,Seattle,Office Supplies,Art,28.94,8,0.1,6.95
GB-2025-10413,1/23/2025,1/26/2025,Second Class,Consumer,Asia,Japan,Kanto,Tokyo,Tokyo,Technology,Phones,7697.16,9,0,1539.43
GB-2025-10414,11/30/2025,12/5/2025,Standard Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Technology,Accessories,58.52,2,0.1,19.9
GB-2024-10415,2/14/2024,2/16/2024,First Class,Consumer,North America,United States,East,New York,New York,Office Supplies,Binders,6.35,2,0.1,2.48
GB-2025-10416,2/1/2025,2/4/2025,Second Class,Home Office,Asia,Japan,Kanto,Tokyo,Tokyo,Furniture,Chairs,429.06,1,0,64.36
GB-2025-10417,5/18/2025,5/20/2025,First Class,Consumer,Europe,United Kingdom,North,Scotland,Edinburgh,Office Supplies,Paper,82.04,5,0.1,27.89
GB-2024-10418,11/7/2024,11/12/2024,Standard Class,Consumer,Africa,South Africa,Gauteng,Gauteng,Johannesburg,Technology,Machines,2204.75,4,0.1,529.14
GB-2025-10419,8/6/2025,8/9/2025,Second Class,Consumer,Oceania,Australia,East,New South Wales,Sydney,Technology,Machines,9597.77,7,0,1727.6
GB-2024-10420,7/3/2024,7/8/2024,Standard Class,Home Office,Europe,United Kingdom,North,Scotland,Edinburgh,Office Supplies,Art,68.36,6,0.1,16.41
GB-2026-10421,4/25/2026,4/28/2026,Second Class,Home Office,North America,United States,West,Washington,Seattle,Office Supplies,Envelopes,155.2,8,0,54.32
GB-2024-10422,2/5/2024,2/5/2024,Same Day,Home Office,North America,United States,West,California,Los Angeles,Office Supplies,Binders,172.28,4,0,77.53
GB-2026-10423,4/21/2026,4/23/2026,First Class,Corporate,South America,Brazil,Southeast,São Paulo,São Paulo,Office Supplies,Art,20.73,3,0,6.22
GB-2025-10424,8/19/2025,8/24/2025,Standard Class,Corporate,Asia,India,East,West Bengal,Kolkata,Technology,Phones,5005.92,6,0,1001.18
GB-2026-10425,4/25/2026,4/27/2026,First Class,Home Office,Oceania,Australia,West,Western Australia,Perth,Technology,Machines,1258.13,2,0.5,603.9
GB-2024-10426,12/8/2024,12/13/2024,Standard Class,Corporate,Europe,United Kingdom,South,England,London,Technology,Machines,735.26,1,0,132.35
GB-2025-10427,7/6/2025,7/11/2025,Standard Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Technology,Machines,9824.96,8,0,1768.49
GB-2024-10428,4/2/2024,4/7/2024,Standard Class,Corporate,Asia,India,West,Maharashtra,Mumbai,Furniture,Furnishings,59.33,1,0,14.83
GB-2025-10429,2/12/2025,2/17/2025,Standard Class,Home Office,North America,United States,West,California,Los Angeles,Office Supplies,Envelopes,26.84,4,0.5,1.34
GB-2025-10430,6/20/2025,6/25/2025,Standard Class,Consumer,North America,Canada,West,British Columbia,Vancouver,Furniture,Furnishings,300.09,7,0,75.02
GB-2024-10431,12/18/2024,12/23/2024,Standard Class,Consumer,Asia,India,South,Tamil Nadu,Chennai,Technology,Copiers,4242.11,8,0.2,975.69
GB-2024-10432,7/23/2024,7/26/2024,Second Class,Consumer,Asia,India,North,Delhi,New Delhi,Furniture,Tables,1158.98,5,0.1,185.44
GB-2024-10433,4/23/2024,4/28/2024,Standard Class,Corporate,North America,United States,East,New York,New York,Technology,Accessories,670.6,9,0.1,228
GB-2024-10434,5/24/2024,5/27/2024,Second Class,Home Office,North America,United States,West,California,Los Angeles,Furniture,Bookcases,1212.34,4,0.1,12.12
GB-2024-10435,2/24/2024,2/29/2024,Standard Class,Consumer,North America,Canada,West,British Columbia,Vancouver,Furniture,Bookcases,1185.45,7,0,59.27
GB-2025-10436,12/27/2025,1/1/2026,Standard Class,Corporate,Europe,United Kingdom,South,England,London,Technology,Machines,12770.82,9,0,2298.75
GB-2024-10437,9/10/2024,9/12/2024,First Class,Corporate,Europe,Germany,North,Berlin,Berlin,Office Supplies,Art,102.78,6,0,30.83
GB-2025-10438,5/28/2025,6/2/2025,Standard Class,Consumer,Asia,Japan,Kanto,Tokyo,Tokyo,Furniture,Tables,4014.63,6,0.1,642.34
GB-2024-10439,3/30/2024,4/2/2024,Second Class,Home Office,Africa,South Africa,Western Cape,Western Cape,Cape Town,Technology,Copiers,6855.62,7,0.5,342.78
GB-2024-10440,12/3/2024,12/8/2024,Standard Class,Consumer,North America,United States,East,New York,New York,Office Supplies,Binders,174.26,7,0.5,26.14
GB-2024-10441,5/28/2024,5/31/2024,Second Class,Home Office,South America,Brazil,Southeast,São Paulo,São Paulo,Furniture,Bookcases,858.92,3,0.1,8.59
GB-2025-10442,2/27/2025,2/27/2025,Same Day,Corporate,Europe,Germany,North,Berlin,Berlin,Furniture,Tables,396.62,3,0.5,158.65
GB-2025-10443,9/23/2025,9/28/2025,Standard Class,Home Office,Asia,India,West,Maharashtra,Mumbai,Office Supplies,Paper,53.44,8,0.2,14.96
GB-2025-10444,4/25/2025,4/28/2025,Second Class,Corporate,North America,Canada,West,British Columbia,Vancouver,Furniture,Tables,1497.8,4,0,149.78
GB-2024-10445,1/16/2024,1/18/2024,First Class,Corporate,North America,United States,East,New York,New York,Furniture,Furnishings,460.22,8,0.2,59.83
GB-2024-10446,9/9/2024,9/14/2024,Standard Class,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Technology,Phones,2587.05,9,0,517.41
GB-2024-10447,2/13/2024,2/15/2024,First Class,Consumer,Oceania,Australia,East,New South Wales,Sydney,Technology,Phones,1731.76,4,0,346.35
GB-2024-10448,11/7/2024,11/10/2024,Second Class,Corporate,Europe,Germany,South,Bavaria,Munich,Technology,Copiers,14094.8,8,0,4933.18
GB-2026-10449,1/9/2026,1/14/2026,Standard Class,Consumer,Asia,India,East,West Bengal,Kolkata,Office Supplies,Envelopes,7.68,1,0,2.69
GB-2025-10450,12/30/2025,1/1/2026,First Class,Corporate,North America,Canada,East,Ontario,Toronto,Furniture,Chairs,2721.76,8,0,408.26
GB-2025-10451,12/25/2025,12/30/2025,Standard Class,Home Office,Asia,India,East,West Bengal,Kolkata,Furniture,Tables,3029.51,6,0.1,484.72
GB-2024-10452,6/2/2024,6/7/2024,Standard Class,Consumer,North America,United States,West,Washington,Seattle,Office Supplies,Envelopes,72,5,0,25.2
GB-2024-10453,5/14/2024,5/14/2024,Same Day,Consumer,Asia,Japan,Kanto,Tokyo,Tokyo,Office Supplies,Envelopes,138.59,9,0.1,40.19
GB-2025-10454,5/20/2025,5/25/2025,Standard Class,Home Office,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Chairs,1658.6,4,0,248.79
GB-2025-10455,10/5/2025,10/10/2025,Standard Class,Consumer,North America,United States,East,Pennsylvania,Philadelphia,Furniture,Tables,493.48,1,0.2,108.57
GB-2024-10456,11/1/2024,11/6/2024,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Technology,Accessories,387.54,9,0,155.02
GB-2025-10457,8/15/2025,8/20/2025,Standard Class,Consumer,North America,Canada,West,British Columbia,Vancouver,Office Supplies,Paper,182.56,7,0,73.02
GB-2025-10458,4/27/2025,5/2/2025,Standard Class,Home Office,South America,Brazil,South,Paraná,Curitiba,Technology,Copiers,677.72,1,0.1,196.54
GB-2025-10459,10/6/2025,10/11/2025,Standard Class,Consumer,Europe,Germany,South,Bavaria,Munich,Office Supplies,Art,50.7,3,0,15.21
GB-2026-10460,1/16/2026,1/19/2026,Second Class,Corporate,Asia,India,South,Tamil Nadu,Chennai,Furniture,Chairs,260.52,1,0.1,23.45
GB-2026-10461,1/25/2026,1/27/2026,First Class,Home Office,Africa,South Africa,Gauteng,Gauteng,Johannesburg,Office Supplies,Binders,29.48,1,0.1,11.5
GB-2024-10462,9/17/2024,9/20/2024,Second Class,Corporate,Europe,Germany,North,Berlin,Berlin,Technology,Accessories,428.94,6,0,171.58
GB-2024-10463,1/30/2024,2/1/2024,First Class,Consumer,Europe,Germany,South,Bavaria,Munich,Furniture,Tables,2683.68,8,0,268.37
GB-2025-10464,7/3/2025,7/5/2025,First Class,Corporate,Asia,Japan,Kanto,Tokyo,Tokyo,Technology,Accessories,807.03,9,0,322.81
GB-2025-10465,12/2/2025,12/7/2025,Standard Class,Corporate,North America,United States,West,California,Los Angeles,Office Supplies,Envelopes,158.76,9,0,55.57
GB-2025-10466,2/2/2025,2/7/2025,Standard Class,Consumer,South America,Brazil,South,Paraná,Curitiba,Office Supplies,Envelopes,24.92,2,0,8.72
GB-2025-10467,4/7/2025,4/9/2025,First Class,Corporate,North America,Canada,East,Ontario,Toronto,Office Supplies,Paper,111.32,4,0,44.53
GB-2024-10468,1/26/2024,1/29/2024,Second Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Office Supplies,Binders,41.46,2,0.5,6.22
GB-2025-10469,11/23/2025,11/23/2025,Same Day,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Bookcases,306.12,1,0,15.31
GB-2024-10470,3/30/2024,4/4/2024,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Technology,Copiers,5284.68,6,0,1849.64
GB-2025-10471,6/29/2025,7/4/2025,Standard Class,Corporate,Asia,Japan,Kanto,Tokyo,Tokyo,Office Supplies,Paper,28.96,1,0,11.58
GB-2024-10472,4/14/2024,4/19/2024,Standard Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Technology,Copiers,1889.3,3,0.1,547.9
GB-2024-10473,12/12/2024,12/17/2024,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Office Supplies,Paper,31.32,2,0,12.53
GB-2025-10474,9/2/2025,9/4/2025,First Class,Home Office,Asia,Japan,Kansai,Osaka,Osaka,Office Supplies,Binders,25.96,9,0.5,3.89
GB-2026-10475,2/21/2026,2/26/2026,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Office Supplies,Envelopes,67.84,8,0,23.74
GB-2025-10476,9/23/2025,9/28/2025,Standard Class,Corporate,Europe,Germany,South,Bavaria,Munich,Office Supplies,Paper,33.76,2,0,13.5
GB-2025-10477,4/17/2025,4/19/2025,First Class,Corporate,Asia,India,North,Delhi,New Delhi,Technology,Phones,3869.52,6,0,773.9
GB-2024-10478,11/5/2024,11/10/2024,Standard Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Office Supplies,Envelopes,16.18,2,0.2,3.72
GB-2025-10479,8/28/2025,9/2/2025,Standard Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Technology,Phones,2331.68,8,0,466.34
GB-2024-10480,11/29/2024,12/4/2024,Standard Class,Corporate,North America,Canada,East,Ontario,Toronto,Technology,Machines,5096.09,6,0.1,1223.06
GB-2024-10481,4/2/2024,4/7/2024,Standard Class,Consumer,South America,Brazil,Southeast,São Paulo,São Paulo,Office Supplies,Art,118.51,7,0,35.55
GB-2024-10482,7/29/2024,8/1/2024,Second Class,Corporate,North America,Canada,West,British Columbia,Vancouver,Furniture,Chairs,2441.34,9,0,366.2
GB-2024-10483,10/28/2024,11/2/2024,Standard Class,Home Office,Africa,South Africa,Western Cape,Western Cape,Cape Town,Office Supplies,Paper,63.16,4,0,25.26
GB-2025-10484,10/2/2025,10/7/2025,Standard Class,Corporate,Europe,Germany,North,Berlin,Berlin,Office Supplies,Binders,91.71,4,0.2,30.26
GB-2025-10485,1/3/2025,1/5/2025,First Class,Consumer,North America,United States,East,New York,New York,Furniture,Chairs,1099.2,3,0,164.88
GB-2025-10486,3/23/2025,3/23/2025,Same Day,Consumer,North America,Canada,West,British Columbia,Vancouver,Technology,Copiers,10505.44,8,0,3676.9
GB-2025-10487,4/5/2025,4/10/2025,Standard Class,Consumer,North America,United States,West,California,Los Angeles,Technology,Accessories,983.15,7,0,393.26
GB-2024-10488,2/4/2024,2/4/2024,Same Day,Home Office,Europe,Germany,North,Berlin,Berlin,Technology,Phones,2352.45,3,0,470.49
GB-2026-10489,2/7/2026,2/10/2026,Second Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Technology,Phones,7546.32,9,0,1509.26
GB-2024-10490,2/24/2024,2/26/2024,First Class,Home Office,Asia,Japan,Kansai,Osaka,Osaka,Technology,Accessories,230.58,7,0.5,23.06
GB-2024-10491,10/28/2024,11/2/2024,Standard Class,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Technology,Machines,2781.41,3,0.1,667.54
GB-2024-10492,10/25/2024,10/27/2024,First Class,Home Office,North America,Canada,East,Ontario,Toronto,Technology,Phones,1807.38,5,0.1,253.03
GB-2024-10493,10/8/2024,10/10/2024,First Class,Consumer,Asia,India,West,Maharashtra,Mumbai,Office Supplies,Binders,197.8,5,0,89.01
GB-2024-10494,7/4/2024,7/7/2024,Second Class,Consumer,Europe,United Kingdom,South,England,London,Office Supplies,Envelopes,59.99,7,0,21
GB-2025-10495,10/14/2025,10/19/2025,Standard Class,Home Office,Asia,Japan,Kanto,Tokyo,Tokyo,Furniture,Chairs,867.6,3,0,130.14
GB-2025-10496,5/2/2025,5/5/2025,Second Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Furniture,Furnishings,32.39,1,0.1,6.15
GB-2025-10497,1/26/2025,1/29/2025,Second Class,Home Office,Asia,India,North,Delhi,New Delhi,Office Supplies,Art,46.46,6,0.2,8.36
GB-2024-10498,9/18/2024,9/21/2024,Second Class,Corporate,Europe,United Kingdom,South,England,London,Technology,Copiers,7379.96,6,0.1,2140.19
GB-2024-10499,3/10/2024,3/15/2024,Standard Class,Consumer,Oceania,Australia,West,Western Australia,Perth,Technology,Accessories,225.5,5,0,90.2
GB-2024-10500,4/4/2024,4/9/2024,Standard Class,Home Office,Asia,India,North,Delhi,New Delhi,Furniture,Tables,3421.71,7,0.2,752.78
GB-2025-10501,8/2/2025,8/4/2025,First Class,Consumer,South America,Brazil,South,Paraná,Curitiba,Office Supplies,Paper,224.56,8,0,89.82
GB-2025-10502,3/13/2025,3/16/2025,Second Class,Home Office,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Bookcases,214.84,1,0,10.74
GB-2024-10503,3/2/2024,3/7/2024,Standard Class,Corporate,North America,United States,West,California,Los Angeles,Technology,Machines,3330.09,3,0,599.42
GB-2025-10504,7/7/2025,7/10/2025,Second Class,Consumer,Asia,India,East,West Bengal,Kolkata,Furniture,Chairs,308.02,2,0.1,27.72
GB-2026-10505,3/6/2026,3/11/2026,Standard Class,Corporate,North America,United States,East,Pennsylvania,Philadelphia,Office Supplies,Binders,272.52,6,0,122.63
GB-2025-10506,6/11/2025,6/14/2025,Second Class,Corporate,Europe,Germany,North,Berlin,Berlin,Furniture,Furnishings,167.28,8,0,41.82
GB-2025-10507,1/2/2025,1/7/2025,Standard Class,Corporate,Europe,United Kingdom,North,Scotland,Edinburgh,Furniture,Furnishings,341.5,5,0,85.38
GB-2024-10508,2/10/2024,2/10/2024,Same Day,Home Office,North America,Canada,East,Ontario,Toronto,Office Supplies,Paper,187.04,8,0,74.82
GB-2024-10509,7/16/2024,7/21/2024,Standard Class,Home Office,North America,Canada,East,Ontario,Toronto,Office Supplies,Envelopes,5.56,1,0,1.95
GB-2026-10510,3/17/2026,3/20/2026,Second Class,Corporate,North America,Canada,East,Ontario,Toronto,Furniture,Chairs,890.01,3,0,133.5
GB-2025-10511,9/25/2025,9/30/2025,Standard Class,Home Office,Asia,India,West,Maharashtra,Mumbai,Office Supplies,Paper,129.79,8,0.2,36.34
GB-2024-10512,3/6/2024,3/8/2024,First Class,Consumer,North America,United States,East,New York,New York,Office Supplies,Art,37.84,7,0.5,0
GB-2025-10513,8/12/2025,8/17/2025,Standard Class,Corporate,Asia,India,North,Delhi,New Delhi,Office Supplies,Paper,21.33,2,0.1,7.25
GB-2024-10514,6/21/2024,6/24/2024,Second Class,Home Office,North America,United States,East,New York,New York,Furniture,Furnishings,34.23,3,0,8.56
GB-2024-10515,1/7/2024,1/12/2024,Standard Class,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Technology,Copiers,3201.28,4,0,1120.45
GB-2025-10516,4/6/2025,4/11/2025,Standard Class,Consumer,Asia,India,West,Maharashtra,Mumbai,Technology,Phones,2391.4,5,0,478.28
GB-2024-10517,8/29/2024,9/3/2024,Standard Class,Home Office,Africa,South Africa,Gauteng,Gauteng,Johannesburg,Technology,Copiers,3371.5,5,0,1180.02
GB-2024-10518,6/1/2024,6/4/2024,Second Class,Corporate,Europe,United Kingdom,South,England,London,Technology,Accessories,236.25,5,0,94.5
GB-2025-10519,9/23/2025,9/25/2025,First Class,Corporate,North America,United States,East,New York,New York,Furniture,Furnishings,147.24,9,0.2,19.14
GB-2026-10520,1/8/2026,1/13/2026,Standard Class,Home Office,Europe,United Kingdom,North,Scotland,Edinburgh,Furniture,Bookcases,465.91,4,0.1,4.66
GB-2024-10521,7/23/2024,7/28/2024,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Furniture,Tables,2783.44,8,0,278.34
